MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
22.03.2024 09:00 - 22.03.2024 10:00,100,BZN|IE(SEM),
22.03.2024 10:00 - 22.03.2024 11:00,104,BZN|IE(SEM),
22.03.2024 11:00 - 22.03.2024 12:00,76.06,BZN|IE(SEM),
22.03.2024 12:00 - 22.03.2024 13:00,63.25,BZN|IE(SEM),
22.03.2024 13:00 - 22.03.2024 14:00,64.7,BZN|IE(SEM),
22.03.2024 14:00 - 22.03.2024 15:00,55.56,BZN|IE(SEM),
22.03.2024 15:00 - 22.03.2024 16:00,58.75,BZN|IE(SEM),
22.03.2024 16:00 - 22.03.2024 17:00,55,BZN|IE(SEM),
22.03.2024 17:00 - 22.03.2024 18:00,66.58,BZN|IE(SEM),
22.03.2024 18:00 - 22.03.2024 19:00,82.48,BZN|IE(SEM),
22.03.2024 19:00 - 22.03.2024 20:00,100.32,BZN|IE(SEM),
22.03.2024 20:00 - 22.03.2024 21:00,96.59,BZN|IE(SEM),
22.03.2024 21:00 - 22.03.2024 22:00,80.26,BZN|IE(SEM),
22.03.2024 22:00 - 22.03.2024 23:00,68.25,BZN|IE(SEM),
22.03.2024 23:00 - 23.03.2024 00:00,49.26,BZN|IE(SEM),
23.03.2024 00:00 - 23.03.2024 01:00,21.05,BZN|IE(SEM),
23.03.2024 01:00 - 23.03.2024 02:00,12.19,BZN|IE(SEM),
23.03.2024 02:00 - 23.03.2024 03:00,6.15,BZN|IE(SEM),
23.03.2024 03:00 - 23.03.2024 04:00,1.32,BZN|IE(SEM),
23.03.2024 04:00 - 23.03.2024 05:00,1,BZN|IE(SEM),
23.03.2024 05:00 - 23.03.2024 06:00,0.99,BZN|IE(SEM),
23.03.2024 06:00 - 23.03.2024 07:00,1,BZN|IE(SEM),
23.03.2024 07:00 - 23.03.2024 08:00,6.52,BZN|IE(SEM),
23.03.2024 08:00 - 23.03.2024 09:00,8.94,BZN|IE(SEM),
23.03.2024 09:00 - 23.03.2024 10:00,1.69,BZN|IE(SEM),
23.03.2024 10:00 - 23.03.2024 11:00,1.34,BZN|IE(SEM),
23.03.2024 11:00 - 23.03.2024 12:00,0,BZN|IE(SEM),
23.03.2024 12:00 - 23.03.2024 13:00,0,BZN|IE(SEM),
23.03.2024 13:00 - 23.03.2024 14:00,0,BZN|IE(SEM),
23.03.2024 14:00 - 23.03.2024 15:00,0,BZN|IE(SEM),
23.03.2024 15:00 - 23.03.2024 16:00,0,BZN|IE(SEM),
23.03.2024 16:00 - 23.03.2024 17:00,0,BZN|IE(SEM),
23.03.2024 17:00 - 23.03.2024 18:00,13.4,BZN|IE(SEM),
23.03.2024 18:00 - 23.03.2024 19:00,58.13,BZN|IE(SEM),
23.03.2024 19:00 - 23.03.2024 20:00,81.81,BZN|IE(SEM),
23.03.2024 20:00 - 23.03.2024 21:00,80.04,BZN|IE(SEM),
23.03.2024 21:00 - 23.03.2024 22:00,75.03,BZN|IE(SEM),
23.03.2024 22:00 - 23.03.2024 23:00,63.14,BZN|IE(SEM),
23.03.2024 23:00 - 24.03.2024 00:00,58.11,BZN|IE(SEM),
24.03.2024 00:00 - 24.03.2024 01:00,75.1,BZN|IE(SEM),
24.03.2024 01:00 - 24.03.2024 02:00,75,BZN|IE(SEM),
24.03.2024 02:00 - 24.03.2024 03:00,75,BZN|IE(SEM),
24.03.2024 03:00 - 24.03.2024 04:00,75.1,BZN|IE(SEM),
24.03.2024 04:00 - 24.03.2024 05:00,79.33,BZN|IE(SEM),
24.03.2024 05:00 - 24.03.2024 06:00,80.1,BZN|IE(SEM),
24.03.2024 06:00 - 24.03.2024 07:00,95,BZN|IE(SEM),
24.03.2024 07:00 - 24.03.2024 08:00,89.4,BZN|IE(SEM),
24.03.2024 08:00 - 24.03.2024 09:00,75.1,BZN|IE(SEM),
24.03.2024 09:00 - 24.03.2024 10:00,81.25,BZN|IE(SEM),
24.03.2024 10:00 - 24.03.2024 11:00,107.52,BZN|IE(SEM),
24.03.2024 11:00 - 24.03.2024 12:00,110,BZN|IE(SEM),
24.03.2024 12:00 - 24.03.2024 13:00,115.3,BZN|IE(SEM),
24.03.2024 13:00 - 24.03.2024 14:00,118,BZN|IE(SEM),
24.03.2024 14:00 - 24.03.2024 15:00,113,BZN|IE(SEM),
24.03.2024 15:00 - 24.03.2024 16:00,110,BZN|IE(SEM),
24.03.2024 16:00 - 24.03.2024 17:00,99.69,BZN|IE(SEM),
24.03.2024 17:00 - 24.03.2024 18:00,109.07,BZN|IE(SEM),
24.03.2024 18:00 - 24.03.2024 19:00,109.14,BZN|IE(SEM),
24.03.2024 19:00 - 24.03.2024 20:00,120.01,BZN|IE(SEM),
24.03.2024 20:00 - 24.03.2024 21:00,116.47,BZN|IE(SEM),
24.03.2024 21:00 - 24.03.2024 22:00,103,BZN|IE(SEM),
24.03.2024 22:00 - 24.03.2024 23:00,90.13,BZN|IE(SEM),
24.03.2024 23:00 - 25.03.2024 00:00,90.74,BZN|IE(SEM),
25.03.2024 00:00 - 25.03.2024 01:00,82.37,BZN|IE(SEM),
25.03.2024 01:00 - 25.03.2024 02:00,90.9,BZN|IE(SEM),
25.03.2024 02:00 - 25.03.2024 03:00,81,BZN|IE(SEM),
25.03.2024 03:00 - 25.03.2024 04:00,76.16,BZN|IE(SEM),
25.03.2024 04:00 - 25.03.2024 05:00,72.57,BZN|IE(SEM),
25.03.2024 05:00 - 25.03.2024 06:00,72,BZN|IE(SEM),
25.03.2024 06:00 - 25.03.2024 07:00,77.8,BZN|IE(SEM),
25.03.2024 07:00 - 25.03.2024 08:00,85.13,BZN|IE(SEM),
25.03.2024 08:00 - 25.03.2024 09:00,90,BZN|IE(SEM),
25.03.2024 09:00 - 25.03.2024 10:00,96.45,BZN|IE(SEM),
25.03.2024 10:00 - 25.03.2024 11:00,99.6,BZN|IE(SEM),
25.03.2024 11:00 - 25.03.2024 12:00,92.52,BZN|IE(SEM),
25.03.2024 12:00 - 25.03.2024 13:00,91.54,BZN|IE(SEM),
25.03.2024 13:00 - 25.03.2024 14:00,94.56,BZN|IE(SEM),
25.03.2024 14:00 - 25.03.2024 15:00,91.54,BZN|IE(SEM),
25.03.2024 15:00 - 25.03.2024 16:00,91.54,BZN|IE(SEM),
25.03.2024 16:00 - 25.03.2024 17:00,96.24,BZN|IE(SEM),
25.03.2024 17:00 - 25.03.2024 18:00,110,BZN|IE(SEM),
25.03.2024 18:00 - 25.03.2024 19:00,129.89,BZN|IE(SEM),
25.03.2024 19:00 - 25.03.2024 20:00,138,BZN|IE(SEM),
25.03.2024 20:00 - 25.03.2024 21:00,137.14,BZN|IE(SEM),
25.03.2024 21:00 - 25.03.2024 22:00,115,BZN|IE(SEM),
25.03.2024 22:00 - 25.03.2024 23:00,91.54,BZN|IE(SEM),
25.03.2024 23:00 - 26.03.2024 00:00,79.14,BZN|IE(SEM),
26.03.2024 00:00 - 26.03.2024 01:00,84,BZN|IE(SEM),
26.03.2024 01:00 - 26.03.2024 02:00,79.92,BZN|IE(SEM),
26.03.2024 02:00 - 26.03.2024 03:00,82.69,BZN|IE(SEM),
26.03.2024 03:00 - 26.03.2024 04:00,81,BZN|IE(SEM),
26.03.2024 04:00 - 26.03.2024 05:00,77.64,BZN|IE(SEM),
26.03.2024 05:00 - 26.03.2024 06:00,76.84,BZN|IE(SEM),
26.03.2024 06:00 - 26.03.2024 07:00,82.07,BZN|IE(SEM),
26.03.2024 07:00 - 26.03.2024 08:00,84.91,BZN|IE(SEM),
26.03.2024 08:00 - 26.03.2024 09:00,87.19,BZN|IE(SEM),
26.03.2024 09:00 - 26.03.2024 10:00,100.22,BZN|IE(SEM),
26.03.2024 10:00 - 26.03.2024 11:00,104.16,BZN|IE(SEM),
26.03.2024 11:00 - 26.03.2024 12:00,104,BZN|IE(SEM),
26.03.2024 12:00 - 26.03.2024 13:00,103.92,BZN|IE(SEM),
26.03.2024 13:00 - 26.03.2024 14:00,113.5,BZN|IE(SEM),
26.03.2024 14:00 - 26.03.2024 15:00,101.5,BZN|IE(SEM),
26.03.2024 15:00 - 26.03.2024 16:00,96.5,BZN|IE(SEM),
26.03.2024 16:00 - 26.03.2024 17:00,100,BZN|IE(SEM),
26.03.2024 17:00 - 26.03.2024 18:00,109.58,BZN|IE(SEM),
26.03.2024 18:00 - 26.03.2024 19:00,128,BZN|IE(SEM),
26.03.2024 19:00 - 26.03.2024 20:00,131.72,BZN|IE(SEM),
26.03.2024 20:00 - 26.03.2024 21:00,117.52,BZN|IE(SEM),
26.03.2024 21:00 - 26.03.2024 22:00,95.75,BZN|IE(SEM),
26.03.2024 22:00 - 26.03.2024 23:00,84.9,BZN|IE(SEM),
26.03.2024 23:00 - 27.03.2024 00:00,72.74,BZN|IE(SEM),
27.03.2024 00:00 - 27.03.2024 01:00,76.32,BZN|IE(SEM),
27.03.2024 01:00 - 27.03.2024 02:00,67.9,BZN|IE(SEM),
27.03.2024 02:00 - 27.03.2024 03:00,64.45,BZN|IE(SEM),
27.03.2024 03:00 - 27.03.2024 04:00,65,BZN|IE(SEM),
27.03.2024 04:00 - 27.03.2024 05:00,65,BZN|IE(SEM),
27.03.2024 05:00 - 27.03.2024 06:00,64.6,BZN|IE(SEM),
27.03.2024 06:00 - 27.03.2024 07:00,65.07,BZN|IE(SEM),
27.03.2024 07:00 - 27.03.2024 08:00,79,BZN|IE(SEM),
27.03.2024 08:00 - 27.03.2024 09:00,86.34,BZN|IE(SEM),
27.03.2024 09:00 - 27.03.2024 10:00,89.8,BZN|IE(SEM),
27.03.2024 10:00 - 27.03.2024 11:00,89.46,BZN|IE(SEM),
27.03.2024 11:00 - 27.03.2024 12:00,80.3,BZN|IE(SEM),
27.03.2024 12:00 - 27.03.2024 13:00,77.67,BZN|IE(SEM),
27.03.2024 13:00 - 27.03.2024 14:00,78.31,BZN|IE(SEM),
27.03.2024 14:00 - 27.03.2024 15:00,73.65,BZN|IE(SEM),
27.03.2024 15:00 - 27.03.2024 16:00,75.79,BZN|IE(SEM),
27.03.2024 16:00 - 27.03.2024 17:00,76.13,BZN|IE(SEM),
27.03.2024 17:00 - 27.03.2024 18:00,85,BZN|IE(SEM),
27.03.2024 18:00 - 27.03.2024 19:00,102.37,BZN|IE(SEM),
27.03.2024 19:00 - 27.03.2024 20:00,113.83,BZN|IE(SEM),
27.03.2024 20:00 - 27.03.2024 21:00,106.43,BZN|IE(SEM),
27.03.2024 21:00 - 27.03.2024 22:00,103.01,BZN|IE(SEM),
27.03.2024 22:00 - 27.03.2024 23:00,95,BZN|IE(SEM),
27.03.2024 23:00 - 28.03.2024 00:00,86.4,BZN|IE(SEM),
28.03.2024 00:00 - 28.03.2024 01:00,86.7,BZN|IE(SEM),
28.03.2024 01:00 - 28.03.2024 02:00,79.47,BZN|IE(SEM),
28.03.2024 02:00 - 28.03.2024 03:00,81.42,BZN|IE(SEM),
28.03.2024 03:00 - 28.03.2024 04:00,88,BZN|IE(SEM),
28.03.2024 04:00 - 28.03.2024 05:00,91.54,BZN|IE(SEM),
28.03.2024 05:00 - 28.03.2024 06:00,89,BZN|IE(SEM),
28.03.2024 06:00 - 28.03.2024 07:00,80.6,BZN|IE(SEM),
28.03.2024 07:00 - 28.03.2024 08:00,83.31,BZN|IE(SEM),
28.03.2024 08:00 - 28.03.2024 09:00,83,BZN|IE(SEM),
28.03.2024 09:00 - 28.03.2024 10:00,97.17,BZN|IE(SEM),
28.03.2024 10:00 - 28.03.2024 11:00,98.5,BZN|IE(SEM),
28.03.2024 11:00 - 28.03.2024 12:00,92.12,BZN|IE(SEM),
28.03.2024 12:00 - 28.03.2024 13:00,92.63,BZN|IE(SEM),
28.03.2024 13:00 - 28.03.2024 14:00,92.19,BZN|IE(SEM),
28.03.2024 14:00 - 28.03.2024 15:00,90.35,BZN|IE(SEM),
28.03.2024 15:00 - 28.03.2024 16:00,84.47,BZN|IE(SEM),
28.03.2024 16:00 - 28.03.2024 17:00,91,BZN|IE(SEM),
28.03.2024 17:00 - 28.03.2024 18:00,97,BZN|IE(SEM),
28.03.2024 18:00 - 28.03.2024 19:00,120.02,BZN|IE(SEM),
28.03.2024 19:00 - 28.03.2024 20:00,142.7,BZN|IE(SEM),
28.03.2024 20:00 - 28.03.2024 21:00,149.34,BZN|IE(SEM),
28.03.2024 21:00 - 28.03.2024 22:00,132.32,BZN|IE(SEM),
28.03.2024 22:00 - 28.03.2024 23:00,107.43,BZN|IE(SEM),
28.03.2024 23:00 - 29.03.2024 00:00,83.31,BZN|IE(SEM),
29.03.2024 00:00 - 29.03.2024 01:00,108,BZN|IE(SEM),
29.03.2024 01:00 - 29.03.2024 02:00,89.89,BZN|IE(SEM),
29.03.2024 02:00 - 29.03.2024 03:00,96.4,BZN|IE(SEM),
29.03.2024 03:00 - 29.03.2024 04:00,96.4,BZN|IE(SEM),
29.03.2024 04:00 - 29.03.2024 05:00,96.4,BZN|IE(SEM),
29.03.2024 05:00 - 29.03.2024 06:00,96.4,BZN|IE(SEM),
29.03.2024 06:00 - 29.03.2024 07:00,85.69,BZN|IE(SEM),
29.03.2024 07:00 - 29.03.2024 08:00,80.86,BZN|IE(SEM),
29.03.2024 08:00 - 29.03.2024 09:00,96,BZN|IE(SEM),
29.03.2024 09:00 - 29.03.2024 10:00,117.45,BZN|IE(SEM),
29.03.2024 10:00 - 29.03.2024 11:00,125.84,BZN|IE(SEM),
29.03.2024 11:00 - 29.03.2024 12:00,120.51,BZN|IE(SEM),
29.03.2024 12:00 - 29.03.2024 13:00,111.11,BZN|IE(SEM),
29.03.2024 13:00 - 29.03.2024 14:00,105.28,BZN|IE(SEM),
29.03.2024 14:00 - 29.03.2024 15:00,89.59,BZN|IE(SEM),
29.03.2024 15:00 - 29.03.2024 16:00,80.11,BZN|IE(SEM),
29.03.2024 16:00 - 29.03.2024 17:00,81.3,BZN|IE(SEM),
29.03.2024 17:00 - 29.03.2024 18:00,85.44,BZN|IE(SEM),
29.03.2024 18:00 - 29.03.2024 19:00,110.9,BZN|IE(SEM),
29.03.2024 19:00 - 29.03.2024 20:00,125.52,BZN|IE(SEM),
29.03.2024 20:00 - 29.03.2024 21:00,128.48,BZN|IE(SEM),
29.03.2024 21:00 - 29.03.2024 22:00,115.63,BZN|IE(SEM),
29.03.2024 22:00 - 29.03.2024 23:00,88.64,BZN|IE(SEM),
29.03.2024 23:00 - 30.03.2024 00:00,84.21,BZN|IE(SEM),
30.03.2024 00:00 - 30.03.2024 01:00,91.78,BZN|IE(SEM),
30.03.2024 01:00 - 30.03.2024 02:00,90.2,BZN|IE(SEM),
30.03.2024 02:00 - 30.03.2024 03:00,94.17,BZN|IE(SEM),
30.03.2024 03:00 - 30.03.2024 04:00,89,BZN|IE(SEM),
30.03.2024 04:00 - 30.03.2024 05:00,86.43,BZN|IE(SEM),
30.03.2024 05:00 - 30.03.2024 06:00,81.18,BZN|IE(SEM),
30.03.2024 06:00 - 30.03.2024 07:00,71.72,BZN|IE(SEM),
30.03.2024 07:00 - 30.03.2024 08:00,78.78,BZN|IE(SEM),
30.03.2024 08:00 - 30.03.2024 09:00,80.9,BZN|IE(SEM),
30.03.2024 09:00 - 30.03.2024 10:00,85.96,BZN|IE(SEM),
30.03.2024 10:00 - 30.03.2024 11:00,93.08,BZN|IE(SEM),
30.03.2024 11:00 - 30.03.2024 12:00,85.38,BZN|IE(SEM),
30.03.2024 12:00 - 30.03.2024 13:00,75.56,BZN|IE(SEM),
30.03.2024 13:00 - 30.03.2024 14:00,76.42,BZN|IE(SEM),
30.03.2024 14:00 - 30.03.2024 15:00,68.7,BZN|IE(SEM),
30.03.2024 15:00 - 30.03.2024 16:00,68.6,BZN|IE(SEM),
30.03.2024 16:00 - 30.03.2024 17:00,72.98,BZN|IE(SEM),
30.03.2024 17:00 - 30.03.2024 18:00,77.93,BZN|IE(SEM),
30.03.2024 18:00 - 30.03.2024 19:00,96,BZN|IE(SEM),
30.03.2024 19:00 - 30.03.2024 20:00,114,BZN|IE(SEM),
30.03.2024 20:00 - 30.03.2024 21:00,113.77,BZN|IE(SEM),
30.03.2024 21:00 - 30.03.2024 22:00,103,BZN|IE(SEM),
30.03.2024 22:00 - 30.03.2024 23:00,83.85,BZN|IE(SEM),
30.03.2024 23:00 - 31.03.2024 00:00,81,BZN|IE(SEM),
31.03.2024 00:00 - 31.03.2024 01:00,94.6,BZN|IE(SEM),
31.03.2024 01:00 - 31.03.2024 02:00,94.5,BZN|IE(SEM),
31.03.2024 03:00 - 31.03.2024 04:00,82.81,BZN|IE(SEM),
31.03.2024 04:00 - 31.03.2024 05:00,82.01,BZN|IE(SEM),
31.03.2024 05:00 - 31.03.2024 06:00,79,BZN|IE(SEM),
31.03.2024 06:00 - 31.03.2024 07:00,70.15,BZN|IE(SEM),
31.03.2024 07:00 - 31.03.2024 08:00,71.1,BZN|IE(SEM),
31.03.2024 08:00 - 31.03.2024 09:00,73.87,BZN|IE(SEM),
31.03.2024 09:00 - 31.03.2024 10:00,78.07,BZN|IE(SEM),
31.03.2024 10:00 - 31.03.2024 11:00,82.43,BZN|IE(SEM),
31.03.2024 11:00 - 31.03.2024 12:00,78.84,BZN|IE(SEM),
31.03.2024 12:00 - 31.03.2024 13:00,73.15,BZN|IE(SEM),
31.03.2024 13:00 - 31.03.2024 14:00,69,BZN|IE(SEM),
31.03.2024 14:00 - 31.03.2024 15:00,65.2,BZN|IE(SEM),
31.03.2024 15:00 - 31.03.2024 16:00,65.2,BZN|IE(SEM),
31.03.2024 16:00 - 31.03.2024 17:00,66.9,BZN|IE(SEM),
31.03.2024 17:00 - 31.03.2024 18:00,72.45,BZN|IE(SEM),
31.03.2024 18:00 - 31.03.2024 19:00,93.44,BZN|IE(SEM),
31.03.2024 19:00 - 31.03.2024 20:00,111.35,BZN|IE(SEM),
31.03.2024 20:00 - 31.03.2024 21:00,125,BZN|IE(SEM),
31.03.2024 21:00 - 31.03.2024 22:00,120.51,BZN|IE(SEM),
31.03.2024 22:00 - 31.03.2024 23:00,100,BZN|IE(SEM),
31.03.2024 23:00 - 01.04.2024 00:00,80.1,BZN|IE(SEM),
01.04.2024 00:00 - 01.04.2024 01:00,73.94,BZN|IE(SEM),
01.04.2024 01:00 - 01.04.2024 02:00,64,BZN|IE(SEM),
01.04.2024 02:00 - 01.04.2024 03:00,64.71,BZN|IE(SEM),
01.04.2024 03:00 - 01.04.2024 04:00,62,BZN|IE(SEM),
01.04.2024 04:00 - 01.04.2024 05:00,61.76,BZN|IE(SEM),
01.04.2024 05:00 - 01.04.2024 06:00,61.76,BZN|IE(SEM),
01.04.2024 06:00 - 01.04.2024 07:00,65,BZN|IE(SEM),
01.04.2024 07:00 - 01.04.2024 08:00,67.13,BZN|IE(SEM),
01.04.2024 08:00 - 01.04.2024 09:00,67.47,BZN|IE(SEM),
01.04.2024 09:00 - 01.04.2024 10:00,76.2,BZN|IE(SEM),
01.04.2024 10:00 - 01.04.2024 11:00,87.48,BZN|IE(SEM),
01.04.2024 11:00 - 01.04.2024 12:00,86.83,BZN|IE(SEM),
01.04.2024 12:00 - 01.04.2024 13:00,87,BZN|IE(SEM),
01.04.2024 13:00 - 01.04.2024 14:00,82,BZN|IE(SEM),
01.04.2024 14:00 - 01.04.2024 15:00,72,BZN|IE(SEM),
01.04.2024 15:00 - 01.04.2024 16:00,72,BZN|IE(SEM),
01.04.2024 16:00 - 01.04.2024 17:00,73,BZN|IE(SEM),
01.04.2024 17:00 - 01.04.2024 18:00,80.59,BZN|IE(SEM),
01.04.2024 18:00 - 01.04.2024 19:00,105.43,BZN|IE(SEM),
01.04.2024 19:00 - 01.04.2024 20:00,124.18,BZN|IE(SEM),
01.04.2024 20:00 - 01.04.2024 21:00,126.91,BZN|IE(SEM),
01.04.2024 21:00 - 01.04.2024 22:00,138.5,BZN|IE(SEM),
01.04.2024 22:00 - 01.04.2024 23:00,134.03,BZN|IE(SEM),
01.04.2024 23:00 - 02.04.2024 00:00,103.55,BZN|IE(SEM),
02.04.2024 00:00 - 02.04.2024 01:00,120.1,BZN|IE(SEM),
02.04.2024 01:00 - 02.04.2024 02:00,112.6,BZN|IE(SEM),
02.04.2024 02:00 - 02.04.2024 03:00,103.95,BZN|IE(SEM),
02.04.2024 03:00 - 02.04.2024 04:00,104.96,BZN|IE(SEM),
02.04.2024 04:00 - 02.04.2024 05:00,101.2,BZN|IE(SEM),
02.04.2024 05:00 - 02.04.2024 06:00,100,BZN|IE(SEM),
02.04.2024 06:00 - 02.04.2024 07:00,106,BZN|IE(SEM),
02.04.2024 07:00 - 02.04.2024 08:00,106.29,BZN|IE(SEM),
02.04.2024 08:00 - 02.04.2024 09:00,139.34,BZN|IE(SEM),
02.04.2024 09:00 - 02.04.2024 10:00,170.42,BZN|IE(SEM),
02.04.2024 10:00 - 02.04.2024 11:00,175,BZN|IE(SEM),
02.04.2024 11:00 - 02.04.2024 12:00,157.06,BZN|IE(SEM),
02.04.2024 12:00 - 02.04.2024 13:00,154.13,BZN|IE(SEM),
02.04.2024 13:00 - 02.04.2024 14:00,146.37,BZN|IE(SEM),
02.04.2024 14:00 - 02.04.2024 15:00,135,BZN|IE(SEM),
02.04.2024 15:00 - 02.04.2024 16:00,123.81,BZN|IE(SEM),
02.04.2024 16:00 - 02.04.2024 17:00,119.83,BZN|IE(SEM),
02.04.2024 17:00 - 02.04.2024 18:00,117.28,BZN|IE(SEM),
02.04.2024 18:00 - 02.04.2024 19:00,130.03,BZN|IE(SEM),
02.04.2024 19:00 - 02.04.2024 20:00,135.1,BZN|IE(SEM),
02.04.2024 20:00 - 02.04.2024 21:00,130.04,BZN|IE(SEM),
02.04.2024 21:00 - 02.04.2024 22:00,118.6,BZN|IE(SEM),
02.04.2024 22:00 - 02.04.2024 23:00,104.89,BZN|IE(SEM),
02.04.2024 23:00 - 03.04.2024 00:00,81.41,BZN|IE(SEM),
03.04.2024 00:00 - 03.04.2024 01:00,74.14,BZN|IE(SEM),
03.04.2024 01:00 - 03.04.2024 02:00,67.63,BZN|IE(SEM),
03.04.2024 02:00 - 03.04.2024 03:00,67.09,BZN|IE(SEM),
03.04.2024 03:00 - 03.04.2024 04:00,75,BZN|IE(SEM),
03.04.2024 04:00 - 03.04.2024 05:00,73.08,BZN|IE(SEM),
03.04.2024 05:00 - 03.04.2024 06:00,72.38,BZN|IE(SEM),
03.04.2024 06:00 - 03.04.2024 07:00,68.59,BZN|IE(SEM),
03.04.2024 07:00 - 03.04.2024 08:00,78.01,BZN|IE(SEM),
03.04.2024 08:00 - 03.04.2024 09:00,94.19,BZN|IE(SEM),
03.04.2024 09:00 - 03.04.2024 10:00,105.33,BZN|IE(SEM),
03.04.2024 10:00 - 03.04.2024 11:00,115,BZN|IE(SEM),
03.04.2024 11:00 - 03.04.2024 12:00,115,BZN|IE(SEM),
03.04.2024 12:00 - 03.04.2024 13:00,112,BZN|IE(SEM),
03.04.2024 13:00 - 03.04.2024 14:00,115,BZN|IE(SEM),
03.04.2024 14:00 - 03.04.2024 15:00,106.13,BZN|IE(SEM),
03.04.2024 15:00 - 03.04.2024 16:00,99.4,BZN|IE(SEM),
03.04.2024 16:00 - 03.04.2024 17:00,105.33,BZN|IE(SEM),
03.04.2024 17:00 - 03.04.2024 18:00,117.47,BZN|IE(SEM),
03.04.2024 18:00 - 03.04.2024 19:00,130.03,BZN|IE(SEM),
03.04.2024 19:00 - 03.04.2024 20:00,134.29,BZN|IE(SEM),
03.04.2024 20:00 - 03.04.2024 21:00,130.27,BZN|IE(SEM),
03.04.2024 21:00 - 03.04.2024 22:00,122,BZN|IE(SEM),
03.04.2024 22:00 - 03.04.2024 23:00,99.5,BZN|IE(SEM),
03.04.2024 23:00 - 04.04.2024 00:00,86.13,BZN|IE(SEM),
04.04.2024 00:00 - 04.04.2024 01:00,74.83,BZN|IE(SEM),
04.04.2024 01:00 - 04.04.2024 02:00,77.79,BZN|IE(SEM),
04.04.2024 02:00 - 04.04.2024 03:00,76.4,BZN|IE(SEM),
04.04.2024 03:00 - 04.04.2024 04:00,77.79,BZN|IE(SEM),
04.04.2024 04:00 - 04.04.2024 05:00,79.6,BZN|IE(SEM),
04.04.2024 05:00 - 04.04.2024 06:00,78.01,BZN|IE(SEM),
04.04.2024 06:00 - 04.04.2024 07:00,75,BZN|IE(SEM),
04.04.2024 07:00 - 04.04.2024 08:00,86.41,BZN|IE(SEM),
04.04.2024 08:00 - 04.04.2024 09:00,115,BZN|IE(SEM),
04.04.2024 09:00 - 04.04.2024 10:00,136,BZN|IE(SEM),
04.04.2024 10:00 - 04.04.2024 11:00,145,BZN|IE(SEM),
04.04.2024 11:00 - 04.04.2024 12:00,128.75,BZN|IE(SEM),
04.04.2024 12:00 - 04.04.2024 13:00,106.64,BZN|IE(SEM),
04.04.2024 13:00 - 04.04.2024 14:00,89.93,BZN|IE(SEM),
04.04.2024 14:00 - 04.04.2024 15:00,79,BZN|IE(SEM),
04.04.2024 15:00 - 04.04.2024 16:00,72.96,BZN|IE(SEM),
04.04.2024 16:00 - 04.04.2024 17:00,71.36,BZN|IE(SEM),
04.04.2024 17:00 - 04.04.2024 18:00,77.91,BZN|IE(SEM),
04.04.2024 18:00 - 04.04.2024 19:00,91.3,BZN|IE(SEM),
04.04.2024 19:00 - 04.04.2024 20:00,91.04,BZN|IE(SEM),
04.04.2024 20:00 - 04.04.2024 21:00,81,BZN|IE(SEM),
04.04.2024 21:00 - 04.04.2024 22:00,79,BZN|IE(SEM),
04.04.2024 22:00 - 04.04.2024 23:00,74.2,BZN|IE(SEM),
04.04.2024 23:00 - 05.04.2024 00:00,58.41,BZN|IE(SEM),
05.04.2024 00:00 - 05.04.2024 01:00,57.63,BZN|IE(SEM),
05.04.2024 01:00 - 05.04.2024 02:00,41.93,BZN|IE(SEM),
05.04.2024 02:00 - 05.04.2024 03:00,30.16,BZN|IE(SEM),
05.04.2024 03:00 - 05.04.2024 04:00,29.13,BZN|IE(SEM),
05.04.2024 04:00 - 05.04.2024 05:00,24,BZN|IE(SEM),
05.04.2024 05:00 - 05.04.2024 06:00,19,BZN|IE(SEM),
05.04.2024 06:00 - 05.04.2024 07:00,28.25,BZN|IE(SEM),
05.04.2024 07:00 - 05.04.2024 08:00,56.04,BZN|IE(SEM),
05.04.2024 08:00 - 05.04.2024 09:00,79.12,BZN|IE(SEM),
05.04.2024 09:00 - 05.04.2024 10:00,88.32,BZN|IE(SEM),
05.04.2024 10:00 - 05.04.2024 11:00,81,BZN|IE(SEM),
05.04.2024 11:00 - 05.04.2024 12:00,60,BZN|IE(SEM),
05.04.2024 12:00 - 05.04.2024 13:00,54,BZN|IE(SEM),
05.04.2024 13:00 - 05.04.2024 14:00,53,BZN|IE(SEM),
05.04.2024 14:00 - 05.04.2024 15:00,33.09,BZN|IE(SEM),
05.04.2024 15:00 - 05.04.2024 16:00,17.09,BZN|IE(SEM),
05.04.2024 16:00 - 05.04.2024 17:00,18.04,BZN|IE(SEM),
05.04.2024 17:00 - 05.04.2024 18:00,34,BZN|IE(SEM),
05.04.2024 18:00 - 05.04.2024 19:00,58,BZN|IE(SEM),
05.04.2024 19:00 - 05.04.2024 20:00,73.57,BZN|IE(SEM),
05.04.2024 20:00 - 05.04.2024 21:00,75,BZN|IE(SEM),
05.04.2024 21:00 - 05.04.2024 22:00,72.75,BZN|IE(SEM),
05.04.2024 22:00 - 05.04.2024 23:00,57.79,BZN|IE(SEM),
05.04.2024 23:00 - 06.04.2024 00:00,44.04,BZN|IE(SEM),
06.04.2024 00:00 - 06.04.2024 01:00,31.53,BZN|IE(SEM),
06.04.2024 01:00 - 06.04.2024 02:00,21.5,BZN|IE(SEM),
06.04.2024 02:00 - 06.04.2024 03:00,13.98,BZN|IE(SEM),
